show_id,zone,house_type,area_sqft,bedrooms,bathrooms,building_age,road_width_m,distance_to_center_km,has_garden,has_parking,furnished,date_listed,year_listed,price_npr,price_per_sqft,nearest_landmark,description
H00136,Itahari-3,Bungalow,1793,5,5,24,9.8,5.09,0,1,Semi-Furnished,2016-11-29,2016,24271387,13536,Bhairahawa Road,Bungalow located near main road with easy access to amenities and schools.
H00137,Itahari-11,Duplex,1442,3,3,21,6.0,0.46,0,1,Unfurnished,2012-11-24,2012,10231703,7095,Bhairahawa Road,"Well-connected property in Itahari-11, 1442 sqft, 21 years old. Ideal for families."
H00138,Itahari-12,Flat,1167,2,1,4,10.0,4.77,1,1,Semi-Furnished,2016-07-23,2016,18828395,16134,Shohini Chowk,Flat located near main road with easy access to amenities and schools.
H00139,Itahari-12,Duplex,2287,5,5,16,9.5,3.07,0,0,Semi-Furnished,2021-12-27,2021,50573402,22113,Itahari Buspark,"Spacious Duplex with 5 bedrooms and 5 bathrooms, nearby Itahari Buspark."
H00140,Itahari-13,Flat,1671,3,3,2,10.5,8.23,1,0,Semi-Furnished,2022-04-27,2022,28779335,17222,Shohini Chowk,"Spacious Flat with 3 bedrooms and 3 bathrooms, nearby Shohini Chowk."
H00141,Itahari-17,Bungalow,1095,2,1,11,10.1,2.0,0,1,Unfurnished,2018-07-10,2018,13981236,12768,Shohini Chowk,"Spacious Bungalow with 2 bedrooms and 1 bathrooms, nearby Shohini Chowk."
H00142,Itahari-8,Flat,1899,4,2,10,2.8,3.79,0,0,Semi-Furnished,2025-10-26,2025,40298260,21220,Bhairahawa Road,"Well-connected property in Itahari-8, 1899 sqft, 10 years old. Ideal for families."
H00143,Itahari-5,Bungalow,2313,5,5,8,15.6,1.88,0,1,Semi-Furnished,2015-01-17,2015,25341331,10956,G.P. Chowk,Bungalow located near main road with easy access to amenities and schools.
H00144,Itahari-9,RCC,1629,5,3,17,4.6,3.73,1,1,Semi-Furnished,2021-12-12,2021,21529617,13216,Shohini Chowk,RCC located near main road with easy access to amenities and schools.
H00145,Itahari-5,Bungalow,272,1,1,17,6.7,7.05,0,1,Unfurnished,2020-02-23,2020,2200373,8089,Sukrabare,Bungalow located near main road with easy access to amenities and schools.
H00146,Itahari-12,Duplex,308,1,1,6,12.0,2.81,0,1,Unfurnished,2010-01-07,2010,4243804,13778,Shohini Chowk,"Well-connected property in Itahari-12, 308 sqft, 6 years old. Ideal for families."
H00147,Itahari-18,RCC,1063,3,2,10,3.6,3.72,0,1,Unfurnished,2025-09-23,2025,18296693,17212,Sukrabare,RCC located near main road with easy access to amenities and schools.
H00148,Itahari-11,Bungalow,1331,4,4,10,14.2,1.7,0,1,Unfurnished,2015-12-10,2015,11522048,8656,Bhairahawa Road,"Well-connected property in Itahari-11, 1331 sqft, 10 years old. Ideal for families."
H00149,Itahari-9,Duplex,476,1,1,0,7.1,1.14,0,1,Semi-Furnished,2012-08-04,2012,6786436,14257,Shohini Chowk,Duplex located near main road with easy access to amenities and schools.
H00150,Itahari-17,Flat,731,3,2,17,6.5,0.15,0,1,Semi-Furnished,2015-12-27,2015,6635571,9077,Sukrabare,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00151,Itahari-18,RCC,2576,5,4,21,7.0,3.33,0,1,Unfurnished,2018-08-29,2018,31903286,12384,Shohini Chowk,RCC located near main road with easy access to amenities and schools.
H00152,Itahari-12,Bungalow,1596,3,2,25,10.3,2.76,1,0,Unfurnished,2017-04-21,2017,30825237,19314,G.P. Chowk,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H00153,Itahari-6,Flat,311,2,2,27,12.7,1.84,1,1,Unfurnished,2020-06-19,2020,3118298,10026,Itahari Buspark,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00154,Itahari-20,Bungalow,569,2,2,19,8.4,5.08,1,0,Furnished,2018-02-01,2018,5554198,9761,Bhairahawa Road,"Well-connected property in Itahari-20, 569 sqft, 19 years old. Ideal for families."
H00155,Itahari-9,Flat,1972,6,4,16,8.9,2.79,0,0,Unfurnished,2022-12-27,2022,37188162,18858,Itahari Buspark,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00156,Itahari-3,RCC,1384,3,2,4,5.7,3.21,0,0,Semi-Furnished,2020-04-14,2020,25115947,18147,G.P. Chowk,"Well-connected property in Itahari-3, 1384 sqft, 4 years old. Ideal for families."
H00157,Itahari-16,Flat,1668,5,4,5,4.4,2.24,1,1,Furnished,2017-08-12,2017,17712463,10618,Itahari Buspark,"Spacious Flat with 5 bedrooms and 4 bathrooms, nearby Itahari Buspark."
H00158,Itahari-13,RCC,2216,6,5,1,3.3,4.31,0,1,Unfurnished,2011-10-22,2011,25133860,11341,Bhairahawa Road,"Well-connected property in Itahari-13, 2216 sqft, 1 years old. Ideal for families."
H00159,Itahari-20,Flat,1714,3,2,1,8.7,6.61,0,1,Semi-Furnished,2024-03-22,2024,20121790,11739,Itahari Buspark,Flat located near main road with easy access to amenities and schools.
H00160,Itahari-17,Flat,1203,3,3,13,12.2,3.15,0,1,Semi-Furnished,2025-09-17,2025,20296285,16871,Bhairahawa Road,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00161,Itahari-4,Duplex,1333,3,3,17,10.0,7.46,0,1,Semi-Furnished,2023-09-11,2023,20677999,15512,Sukrabare,"Spacious Duplex with 3 bedrooms and 3 bathrooms, nearby Sukrabare."
H00162,Itahari-5,Duplex,767,1,1,20,5.0,1.56,0,1,Unfurnished,2014-02-28,2014,4872019,6352,Bhairahawa Road,"Spacious Duplex with 1 bedrooms and 1 bathrooms, nearby Bhairahawa Road."
H00163,Itahari-7,RCC,2141,6,4,9,11.8,7.71,1,1,Semi-Furnished,2013-04-11,2013,11083980,5177,Bhairahawa Road,"Well-connected property in Itahari-7, 2141 sqft, 9 years old. Ideal for families."
H00164,Itahari-3,Flat,686,2,1,25,2.8,4.71,0,0,Unfurnished,2014-08-01,2014,5660891,8252,G.P. Chowk,"Well-connected property in Itahari-3, 686 sqft, 25 years old. Ideal for families."
H00165,Itahari-13,Flat,1263,2,2,4,9.2,5.07,0,1,Furnished,2018-12-04,2018,22661921,17942,Bhairahawa Road,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00166,Itahari-15,Bungalow,942,3,2,13,11.8,2.35,0,1,Semi-Furnished,2021-01-08,2021,12346671,13106,Bhairahawa Road,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H00167,Itahari-16,Flat,1499,5,4,12,12.6,3.86,0,1,Unfurnished,2024-03-06,2024,19139546,12768,Itahari Buspark,"Spacious Flat with 5 bedrooms and 4 bathrooms, nearby Itahari Buspark."
H00168,Itahari-2,RCC,976,2,2,11,16.1,4.37,0,1,Semi-Furnished,2014-04-02,2014,14686503,15047,G.P. Chowk,"Spacious RCC with 2 bedrooms and 2 bathrooms, nearby G.P. Chowk."
H00169,Itahari-10,Flat,1942,6,6,12,3.3,3.03,0,1,Furnished,2023-02-03,2023,35507545,18284,G.P. Chowk,"Well-connected property in Itahari-10, 1942 sqft, 12 years old. Ideal for families."
H00170,Itahari-2,Bungalow,2614,6,4,12,7.3,3.88,0,1,Furnished,2017-01-11,2017,54139650,20711,Bhairahawa Road,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H00171,Itahari-6,Bungalow,1382,4,3,30,11.9,0.52,1,0,Unfurnished,2015-06-25,2015,11732755,8489,Shohini Chowk,"Well-connected property in Itahari-6, 1382 sqft, 30 years old. Ideal for families."
H00172,Itahari-8,RCC,766,3,2,6,3.1,1.09,1,1,Unfurnished,2019-11-29,2019,16722115,21830,G.P. Chowk,RCC located near main road with easy access to amenities and schools.
H00173,Itahari-11,Bungalow,1106,4,4,15,7.8,3.37,0,1,Unfurnished,2014-01-01,2014,7146231,6461,Sukrabare,"Spacious Bungalow with 4 bedrooms and 4 bathrooms, nearby Sukrabare."
H00174,Itahari-7,Flat,2252,7,6,7,2.1,2.65,0,1,Unfurnished,2011-11-24,2011,11158028,4954,G.P. Chowk,"Spacious Flat with 7 bedrooms and 6 bathrooms, nearby G.P. Chowk."
H00175,Itahari-13,Duplex,918,1,1,17,7.8,4.87,1,1,Unfurnished,2023-10-22,2023,17358346,18908,Sukrabare,Duplex located near main road with easy access to amenities and schools.
H00176,Itahari-13,Flat,1287,4,3,19,5.3,3.48,0,0,Unfurnished,2011-09-07,2011,11408596,8864,Sukrabare,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00177,Itahari-15,Villa,858,3,3,11,6.5,4.98,0,0,Furnished,2018-11-27,2018,8292774,9665,Shohini Chowk,Villa located near main road with easy access to amenities and schools.
H00178,Itahari-9,Bungalow,1814,4,2,8,14.7,2.32,0,1,Furnished,2010-12-08,2010,22244873,12262,Itahari Buspark,"Spacious Bungalow with 4 bedrooms and 2 bathrooms, nearby Itahari Buspark."
H00179,Itahari-13,Flat,763,1,1,2,4.8,1.23,1,1,Furnished,2016-12-26,2016,15773037,20672,Itahari Buspark,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00180,Itahari-10,RCC,1688,3,2,7,13.9,2.91,1,1,Unfurnished,2017-12-26,2017,28482128,16873,Itahari Buspark,RCC located near main road with easy access to amenities and schools.
H00181,Itahari-4,Duplex,677,3,3,10,9.4,3.35,0,1,Furnished,2020-01-13,2020,12331203,18214,Bhairahawa Road,"Modern Duplex with parking and garden, excellent investment for Itahari locals."
H00182,Itahari-3,Bungalow,1842,4,3,21,2.9,0.43,0,1,Furnished,2011-01-04,2011,22683191,12314,Bhairahawa Road,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H00183,Itahari-19,RCC,2774,6,4,27,7.3,4.34,0,1,Unfurnished,2017-07-26,2017,24967650,9000,Itahari Buspark,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H00184,Itahari-4,RCC,1980,4,2,7,10.3,0.77,0,1,Furnished,2024-08-04,2024,47881374,24182,Itahari Buspark,"Spacious RCC with 4 bedrooms and 2 bathrooms, nearby Itahari Buspark."
H00185,Itahari-12,Flat,782,1,1,1,3.5,3.13,0,1,Unfurnished,2010-02-19,2010,9777336,12502,Shohini Chowk,Flat located near main road with easy access to amenities and schools.
H00186,Itahari-2,Bungalow,1499,4,3,11,8.8,0.85,1,0,Unfurnished,2017-07-24,2017,34551108,23049,G.P. Chowk,"Well-connected property in Itahari-2, 1499 sqft, 11 years old. Ideal for families."
H00187,Itahari-5,Duplex,597,1,1,13,2.3,2.2,0,1,Unfurnished,2025-10-04,2025,10074646,16875,G.P. Chowk,Duplex located near main road with easy access to amenities and schools.
H00188,Itahari-7,Bungalow,2459,7,7,6,4.4,5.16,0,1,Unfurnished,2020-07-16,2020,23689943,9633,Itahari Buspark,Bungalow located near main road with easy access to amenities and schools.
H00189,Itahari-4,Bungalow,1320,2,2,3,8.3,6.1,0,0,Semi-Furnished,2022-01-14,2022,23868779,18082,Bhairahawa Road,Bungalow located near main road with easy access to amenities and schools.
H00190,Itahari-1,Bungalow,1855,5,5,23,7.6,3.22,0,1,Unfurnished,2019-02-25,2019,24715848,13323,Sukrabare,"Well-connected property in Itahari-1, 1855 sqft, 23 years old. Ideal for families."
H00191,Itahari-19,Flat,2341,6,4,22,6.3,1.24,1,0,Furnished,2024-01-07,2024,34780574,14857,Shohini Chowk,Flat located near main road with easy access to amenities and schools.
H00192,Itahari-16,Duplex,816,2,1,3,2.7,3.98,1,1,Semi-Furnished,2021-12-19,2021,9392475,11510,Sukrabare,"Well-connected property in Itahari-16, 816 sqft, 3 years old. Ideal for families."
H00193,Itahari-6,RCC,1493,5,4,25,14.3,2.82,1,1,Furnished,2017-12-22,2017,14463020,9687,Sukrabare,"Spacious RCC with 5 bedrooms and 4 bathrooms, nearby Sukrabare."
H00194,Itahari-2,RCC,1898,5,5,3,5.4,3.73,1,1,Unfurnished,2017-01-03,2017,34251750,18046,Bhairahawa Road,"Well-connected property in Itahari-2, 1898 sqft, 3 years old. Ideal for families."
H00195,Itahari-7,Bungalow,1876,6,4,11,9.4,3.18,0,1,Semi-Furnished,2015-08-31,2015,16626395,8862,Bhairahawa Road,Bungalow located near main road with easy access to amenities and schools.
H00196,Itahari-3,Villa,2522,5,3,3,15.2,4.59,0,1,Furnished,2014-04-21,2014,53778217,21323,G.P. Chowk,Villa located near main road with easy access to amenities and schools.
H00197,Itahari-16,Villa,1262,4,2,5,5.2,0.81,1,1,Unfurnished,2018-01-21,2018,18136755,14371,Shohini Chowk,Villa located near main road with easy access to amenities and schools.
H00198,Itahari-13,RCC,1267,2,1,7,9.1,6.99,0,0,Unfurnished,2011-05-14,2011,10632231,8391,Bhairahawa Road,RCC located near main road with easy access to amenities and schools.
H00199,Itahari-4,Bungalow,998,3,2,3,7.6,1.05,0,1,Furnished,2010-05-17,2010,9769201,9788,Sukrabare,Bungalow located near main road with easy access to amenities and schools.
H00200,Itahari-10,Flat,946,2,2,17,7.8,3.61,1,1,Unfurnished,2019-04-12,2019,13036993,13781,G.P. Chowk,"Spacious Flat with 2 bedrooms and 2 bathrooms, nearby G.P. Chowk."
H00201,Itahari-7,Bungalow,1849,5,3,20,8.9,3.4,1,0,Unfurnished,2020-02-18,2020,16318353,8825,Itahari Buspark,"Well-connected property in Itahari-7, 1849 sqft, 20 years old. Ideal for families."
H00202,Itahari-9,Flat,1623,3,2,15,5.1,0.12,0,1,Unfurnished,2023-09-04,2023,30470598,18774,Itahari Buspark,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00203,Itahari-18,Duplex,1235,2,2,19,6.1,5.86,1,1,Unfurnished,2016-07-10,2016,12412875,10050,Sukrabare,"Well-connected property in Itahari-18, 1235 sqft, 19 years old. Ideal for families."
H00204,Itahari-14,Flat,1288,4,4,7,5.9,2.71,1,1,Semi-Furnished,2013-07-03,2013,9630515,7477,Bhairahawa Road,"Well-connected property in Itahari-14, 1288 sqft, 7 years old. Ideal for families."
H00205,Itahari-15,Bungalow,404,1,1,26,9.6,5.05,0,1,Semi-Furnished,2017-03-03,2017,3002243,7431,Bhairahawa Road,"Well-connected property in Itahari-15, 404 sqft, 26 years old. Ideal for families."
H00206,Itahari-17,Flat,643,2,2,27,15.9,5.72,0,1,Semi-Furnished,2010-02-23,2010,3286623,5111,Itahari Buspark,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00207,Itahari-13,Bungalow,1910,6,5,10,2.5,3.98,0,1,Furnished,2025-01-10,2025,51597199,27014,Sukrabare,"Well-connected property in Itahari-13, 1910 sqft, 10 years old. Ideal for families."
H00208,Itahari-3,RCC,695,1,1,4,6.3,4.56,0,1,Semi-Furnished,2020-10-15,2020,12455579,17921,Itahari Buspark,"Spacious RCC with 1 bedrooms and 1 bathrooms, nearby Itahari Buspark."
H00209,Itahari-6,Flat,1988,5,3,14,10.0,0.64,0,1,Semi-Furnished,2016-07-06,2016,19555524,9836,Sukrabare,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00210,Itahari-12,Flat,1854,5,4,16,4.1,4.78,0,1,Furnished,2018-02-12,2018,32759706,17669,Bhairahawa Road,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00211,Itahari-3,Bungalow,781,3,2,20,16.0,5.55,1,1,Unfurnished,2014-05-16,2014,12220771,15647,G.P. Chowk,"Well-connected property in Itahari-3, 781 sqft, 20 years old. Ideal for families."
H00212,Itahari-11,Flat,2033,6,4,13,4.2,0.7,0,1,Furnished,2024-04-29,2024,23069084,11347,Sukrabare,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00213,Itahari-11,Villa,1963,6,5,9,6.7,3.81,0,1,Unfurnished,2012-07-06,2012,12752489,6496,Bhairahawa Road,"Spacious Villa with 6 bedrooms and 5 bathrooms, nearby Bhairahawa Road."
H00214,Itahari-15,Bungalow,1456,3,2,7,4.8,5.21,1,1,Furnished,2017-05-14,2017,14595494,10024,Shohini Chowk,"Spacious Bungalow with 3 bedrooms and 2 bathrooms, nearby Shohini Chowk."
H00215,Itahari-2,Flat,1632,4,3,10,10.1,1.83,0,0,Unfurnished,2022-12-19,2022,38429534,23547,Sukrabare,Flat located near main road with easy access to amenities and schools.
H00216,Itahari-16,Villa,1300,2,2,13,9.7,2.23,0,1,Semi-Furnished,2013-05-15,2013,12742256,9801,Bhairahawa Road,"Spacious Villa with 2 bedrooms and 2 bathrooms, nearby Bhairahawa Road."
H00217,Itahari-17,Villa,1000,2,1,10,5.9,1.96,0,1,Unfurnished,2011-08-07,2011,8726132,8726,Sukrabare,"Well-connected property in Itahari-17, 1000 sqft, 10 years old. Ideal for families."
H00218,Itahari-8,Bungalow,551,1,1,1,6.3,2.39,0,1,Furnished,2020-11-10,2020,13670827,24810,Sukrabare,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H00219,Itahari-14,Villa,1542,4,4,3,4.9,5.57,1,1,Semi-Furnished,2010-08-14,2010,13295436,8622,G.P. Chowk,Villa located near main road with easy access to amenities and schools.
H00220,Itahari-12,RCC,1152,4,3,18,9.8,4.22,1,0,Unfurnished,2012-04-24,2012,15958439,13852,Bhairahawa Road,"Well-connected property in Itahari-12, 1152 sqft, 18 years old. Ideal for families."
H00221,Itahari-19,RCC,1523,5,4,9,6.2,1.75,1,1,Semi-Furnished,2025-01-31,2025,40194204,26391,G.P. Chowk,"Well-connected property in Itahari-19, 1523 sqft, 9 years old. Ideal for families."
H00222,Itahari-4,Duplex,1457,5,4,13,7.9,3.96,1,1,Unfurnished,2011-12-21,2011,15180638,10419,Itahari Buspark,"Well-connected property in Itahari-4, 1457 sqft, 13 years old. Ideal for families."
H00223,Itahari-14,Flat,2143,4,3,4,7.3,1.54,0,1,Furnished,2019-09-29,2019,28983422,13524,Shohini Chowk,Flat located near main road with easy access to amenities and schools.
H00224,Itahari-10,RCC,2212,6,6,17,2.3,4.0,0,1,Furnished,2020-04-15,2020,36830040,16650,Sukrabare,"Spacious RCC with 6 bedrooms and 6 bathrooms, nearby Sukrabare."
H00225,Itahari-7,Bungalow,1845,6,4,19,9.0,0.7,1,1,Unfurnished,2013-01-22,2013,14519314,7869,Shohini Chowk,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H00226,Itahari-17,Flat,1861,5,5,13,6.0,6.95,1,0,Unfurnished,2024-04-14,2024,18656511,10024,Bhairahawa Road,"Spacious Flat with 5 bedrooms and 5 bathrooms, nearby Bhairahawa Road."
H00227,Itahari-13,Bungalow,490,1,1,18,2.4,4.43,0,1,Semi-Furnished,2014-02-13,2014,5968377,12180,Shohini Chowk,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H00228,Itahari-6,Flat,2073,6,4,5,9.6,4.99,0,0,Furnished,2012-12-22,2012,12663397,6108,Sukrabare,"Spacious Flat with 6 bedrooms and 4 bathrooms, nearby Sukrabare."
H00229,Itahari-6,RCC,1921,6,4,8,3.9,3.69,1,1,Unfurnished,2019-03-14,2019,16867781,8780,Bhairahawa Road,"Well-connected property in Itahari-6, 1921 sqft, 8 years old. Ideal for families."
H00230,Itahari-19,Flat,1038,4,4,10,3.2,3.56,1,1,Unfurnished,2012-07-11,2012,8073247,7777,Shohini Chowk,"Spacious Flat with 4 bedrooms and 4 bathrooms, nearby Shohini Chowk."
H00231,Itahari-2,Bungalow,1559,4,3,17,4.7,2.81,1,1,Unfurnished,2021-07-02,2021,38989768,25009,G.P. Chowk,Bungalow located near main road with easy access to amenities and schools.
H00232,Itahari-18,Villa,1238,4,4,16,3.8,2.63,1,1,Furnished,2011-09-20,2011,14640609,11826,Itahari Buspark,"Modern Villa with parking and garden, excellent investment for Itahari locals."
H00233,Itahari-6,RCC,1865,4,3,22,6.8,3.24,0,0,Unfurnished,2023-01-09,2023,21174378,11353,Sukrabare,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H00234,Itahari-18,Flat,1889,5,3,6,6.5,3.31,1,1,Unfurnished,2017-08-31,2017,27425453,14518,Sukrabare,"Well-connected property in Itahari-18, 1889 sqft, 6 years old. Ideal for families."
H00235,Itahari-11,Flat,353,1,1,16,8.7,2.79,0,1,Unfurnished,2023-01-22,2023,3682439,10431,Shohini Chowk,Flat located near main road with easy access to amenities and schools.
H00236,Itahari-1,Flat,281,1,1,20,2.8,4.34,0,1,Unfurnished,2010-06-15,2010,2000000,3953,Sukrabare,"Well-connected property in Itahari-1, 281 sqft, 20 years old. Ideal for families."
H00237,Itahari-14,Flat,1691,5,3,15,2.6,2.18,0,1,Unfurnished,2011-02-11,2011,9632871,5696,Shohini Chowk,"Well-connected property in Itahari-14, 1691 sqft, 15 years old. Ideal for families."
H00238,Itahari-20,Bungalow,2113,4,2,24,8.5,3.09,0,1,Semi-Furnished,2016-10-02,2016,17464481,8265,G.P. Chowk,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H00239,Itahari-12,Villa,463,2,1,23,3.8,2.79,0,1,Unfurnished,2022-06-25,2022,11191227,24171,Sukrabare,"Modern Villa with parking and garden, excellent investment for Itahari locals."
H00240,Itahari-16,Bungalow,680,1,1,9,5.0,0.35,0,1,Unfurnished,2020-07-14,2020,8402474,12356,G.P. Chowk,"Spacious Bungalow with 1 bedrooms and 1 bathrooms, nearby G.P. Chowk."
H00241,Itahari-16,Flat,1521,3,2,25,9.4,4.61,0,1,Unfurnished,2014-07-16,2014,8344531,5486,Shohini Chowk,Flat located near main road with easy access to amenities and schools.
H00242,Itahari-6,Flat,1366,2,1,21,14.1,5.02,0,1,Unfurnished,2025-02-11,2025,16504089,12082,Itahari Buspark,"Spacious Flat with 2 bedrooms and 1 bathrooms, nearby Itahari Buspark."
H00243,Itahari-19,Flat,2025,5,3,16,6.7,0.56,0,1,Furnished,2015-10-25,2015,25643448,12663,Itahari Buspark,Flat located near main road with easy access to amenities and schools.
H00244,Itahari-9,Bungalow,1337,4,3,9,11.8,2.82,0,1,Furnished,2012-10-13,2012,18485725,13826,Itahari Buspark,"Spacious Bungalow with 4 bedrooms and 3 bathrooms, nearby Itahari Buspark."
H00245,Itahari-14,Bungalow,1052,4,3,10,6.8,2.49,1,1,Unfurnished,2018-05-25,2018,11824788,11240,G.P. Chowk,Bungalow located near main road with easy access to amenities and schools.
H00246,Itahari-16,Bungalow,994,2,2,20,6.0,4.39,0,1,Unfurnished,2015-03-18,2015,6639269,6679,Bhairahawa Road,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
